Year,School,School_Consistant,Type,LearningCommunity,lon,lat,AMINMale,AMINFemale,AMIN_Pop,AMIN_Prcnt,AMINPercent,AsianMale,AsianFemale,Asian_Pop,Asian_Prcnt,AsianPercent,HispanicMale,HispanicFemale,Hispanic_Pop,Hispanic_Prcnt,HispanicPercent,BlackMale,BlackFemale,Black_Pop,Black_Prcnt,BlackPercent,WhiteMale,WhiteFemale,White_Pop,White_Prcnt,WhitePercent,PacificIslandMale,PacificIslandFemale,Pacific_Pop,Pacific_Prcnt,PacificPercent,TwoorMoreMale,TwoorMoreFemale,Mixed_Pop,Mixed_Prcnt,TwoorMorePercent,Total,Diverse1,Diverse2,Diverse3
2017,Lansdowne Elementary,LANSDOWNE ELEMENTARY,Elementary,Southeast,-80.781948,35.143165,0,0,0,0,0,4,16,20,3.534,0.035,32,45,77,13.604,0.136,103,89,192,33.922,0.339,138,119,257,45.406,0.454,1,0,1,0.177,0.002,10,9,19,3.357,0.034,566,0,0,0
2018,Lansdowne Elementary,LANSDOWNE ELEMENTARY,Elementary,Southeast,-80.781948,35.143165,1,0,1,0.181,0.002,6,17,23,4.167,0.042,40,45,85,15.399,0.154,107,91,198,35.87,0.359,121,100,221,40.036,0.4,0,0,0,0,0,12,12,24,4.348,0.043,552,0,0,0
2019,Lansdowne Elementary,LANSDOWNE ELEMENTARY,Elementary,Southeast,-80.781948,35.143165,0,0,0,0,0,8,21,29,5.179,0.052,35,48,83,14.821,0.148,100,94,194,34.643,0.346,121,105,226,40.357,0.404,0,0,0,0,0,14,14,28,5,0.05,560,0,0,0
2020,Lansdowne Elementary,LANSDOWNE ELEMENTARY,Elementary,Southeast,-80.781948,35.143165,0,0,0,0,0,8,14,22,3.971,0.04,36,42,78,14.079,0.141,103,111,214,38.628,0.386,111,102,213,38.448,0.384,0,0,0,0,0,13,14,27,4.874,0.049,554,0,0,0
2016,Lawrence Orr Elementary,LAWRENCE ORR ELEMENTARY,Elementary,Center City 1,-80.744011,35.226119,4,5,9,1.306,0.013,26,29,55,7.983,0.08,136,142,278,40.348,0.403,158,161,319,46.299,0.463,10,4,14,2.032,0.02,0,1,1,0.145,0.001,5,8,13,1.887,0.019,689,0,1,1
2017,Lawrence Orr Elementary,LAWRENCE ORR ELEMENTARY,Elementary,Center City 1,-80.744011,35.226119,2,5,7,0.975,0.01,25,33,58,8.078,0.081,144,155,299,41.643,0.416,155,170,325,45.265,0.453,9,4,13,1.811,0.018,0,0,0,0,0,7,9,16,2.228,0.022,718,0,1,1
2018,Lawrence Orr Elementary,LAWRENCE ORR ELEMENTARY,Elementary,Center City 1,-80.744011,35.226119,2,4,6,0.875,0.009,31,33,64,9.329,0.093,146,137,283,41.254,0.413,156,142,298,43.44,0.434,9,6,15,2.187,0.022,1,2,3,0.437,0.004,7,10,17,2.478,0.025,686,0,1,1
2019,Lawrence Orr Elementary,LAWRENCE ORR ELEMENTARY,Elementary,Center City 1,-80.744011,35.226119,0,0,0,0,0,33,33,66,9.483,0.095,161,138,299,42.96,0.43,160,132,292,41.954,0.42,13,10,23,3.305,0.033,1,0,1,0.144,0.001,6,9,15,2.155,0.022,696,0,1,1
2020,Lawrence Orr Elementary,LAWRENCE ORR ELEMENTARY,Elementary,Center City 1,-80.744011,35.226119,0,0,0,0,0,29,33,62,9.351,0.094,160,153,313,47.21,0.472,140,103,243,36.652,0.367,16,4,20,3.017,0.03,1,0,1,0.151,0.002,10,14,24,3.62,0.036,663,0,1,1
2008,LEADERSHIP & PUBLIC,LEADERSHIP & PUBLIC,k-12,Center City 1,-80.876561,35.202528,0,0,0,0,0,2,3,5,2.415,0.024,26,29,55,26.57,0.266,67,73,140,67.633,0.676,5,2,7,3.382,0.034,0,0,0,0,0,0,0,0,0,0,207,0,1,1
2008,LEBANON ROAD ELEM,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,6,3,9,1.131,0.011,11,7,18,2.261,0.023,139,113,252,31.658,0.317,161,157,318,39.95,0.399,94,105,199,25,0.25,0,0,0,0,0,0,0,0,0,0,796,0,0,0
2009,LEBANON ROAD ELEM,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,1,2,3,0.355,0.004,7,9,16,1.896,0.019,134,132,266,31.517,0.315,174,188,362,42.891,0.429,82,115,197,23.341,0.233,0,0,0,0,0,0,0,0,0,0,844,0,0,0
2010,LEBANON ROAD ELEM,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,1,2,3,0.398,0.004,9,5,14,1.859,0.019,121,124,245,32.537,0.325,154,161,315,41.833,0.418,78,98,176,23.373,0.234,0,0,0,0,0,0,0,0,0,0,753,0,0,0
2011,LEBANON ROAD ELEMENTARY,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,3,3,6,0.738,0.007,6,5,11,1.353,0.014,127,120,247,30.381,0.304,142,153,295,36.285,0.363,85,101,186,22.878,0.229,0,0,0,0,0,32,36,68,8.364,0.084,813,0,0,0
2012,LEBANON ROAD ELEMENTARY,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,1,2,3,0.386,0.004,1,0,1,0.129,0.001,136,118,254,32.648,0.326,151,157,308,39.589,0.396,92,92,184,23.65,0.237,0,0,0,0,0,15,13,28,3.599,0.036,778,0,0,0
2013,LEBANON ROAD ELEMENTARY,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,2,2,4,0.491,0.005,4,0,4,0.491,0.005,150,142,292,35.828,0.358,163,160,323,39.632,0.396,91,79,170,20.859,0.209,0,0,0,0,0,8,14,22,2.699,0.027,815,0,0,0
2014,Lebanon Road Elementary,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,0,2,2,0.249,0.002,9,0,9,1.121,0.011,156,131,287,35.741,0.357,165,150,315,39.228,0.392,92,78,170,21.171,0.212,1,0,1,0.125,0.001,9,10,19,2.366,0.024,803,0,0,0
2015,Lebanon Road Elementary,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,1,3,4,0.512,0.005,11,4,15,1.921,0.019,156,135,291,37.26,0.373,150,153,303,38.796,0.388,78,77,155,19.846,0.198,2,0,2,0.256,0.003,7,4,11,1.408,0.014,781,0,0,0
2016,Lebanon Road Elementary,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,2,4,6,0.746,0.007,13,4,17,2.114,0.021,152,162,314,39.055,0.391,164,146,310,38.557,0.386,81,66,147,18.284,0.183,1,1,2,0.249,0.002,4,4,8,0.995,0.01,804,0,0,0
2017,Lebanon Road Elementary,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,1,5,6,0.792,0.008,14,8,22,2.902,0.029,152,155,307,40.501,0.405,152,150,302,39.842,0.398,57,46,103,13.588,0.136,1,1,2,0.264,0.003,9,7,16,2.111,0.021,758,0,0,0
2018,Lebanon Road Elementary,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,4,5,9,1.203,0.012,16,5,21,2.807,0.028,138,152,290,38.77,0.388,172,150,322,43.048,0.43,44,43,87,11.631,0.116,1,1,2,0.267,0.003,10,7,17,2.273,0.023,748,0,0,0
2019,Lebanon Road Elementary,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,2,2,4,0.563,0.006,19,7,26,3.657,0.037,150,142,292,41.069,0.411,160,122,282,39.662,0.397,46,39,85,11.955,0.12,2,1,3,0.422,0.004,9,10,19,2.672,0.027,711,0,0,0
2020,Lebanon Road Elementary,LEBANON ROAD ELEMENTARY,Elementary,Southeast,-80.689484,35.184124,2,1,3,0.421,0.004,18,16,34,4.775,0.048,156,145,301,42.275,0.423,152,115,267,37.5,0.375,48,28,76,10.674,0.107,0,2,2,0.281,0.003,15,14,29,4.073,0.041,712,0,0,0
2015,Levine Middle College High,LEVINE MIDDLE COLLEGE HIGH,Early College,Southeast,-80.692782,35.107589,0,1,1,0.971,0.01,4,5,9,8.738,0.087,4,10,14,13.592,0.136,9,13,22,21.359,0.214,19,31,50,48.544,0.485,0,0,0,0,0,1,6,7,6.796,0.068,103,0,0,0
2016,Levine Middle College High,LEVINE MIDDLE COLLEGE HIGH,Early College,Southeast,-80.692782,35.107589,0,1,1,0.526,0.005,3,8,11,5.789,0.058,8,17,25,13.158,0.132,13,22,35,18.421,0.184,40,69,109,57.368,0.574,2,1,3,1.579,0.016,2,4,6,3.158,0.032,190,0,0,0
2017,Levine Middle College High,LEVINE MIDDLE COLLEGE HIGH,Early College,Southeast,-80.692782,35.107589,0,0,0,0,0,2,11,13,5.285,0.053,15,21,36,14.634,0.146,19,26,45,18.293,0.183,52,92,144,58.537,0.585,2,1,3,1.22,0.012,1,4,5,2.033,0.02,246,0,0,0
2018,Levine Middle College High,LEVINE MIDDLE COLLEGE HIGH,Early College,Southeast,-80.692782,35.107589,0,2,2,0.772,0.008,1,8,9,3.475,0.035,15,18,33,12.741,0.127,13,31,44,16.988,0.17,57,103,160,61.776,0.618,1,1,2,0.772,0.008,2,7,9,3.475,0.035,259,0,0,0
2019,Levine Middle College High,LEVINE MIDDLE COLLEGE HIGH,Early College,Southeast,-80.692782,35.107589,0,2,2,0.847,0.008,2,13,15,6.356,0.064,8,8,16,6.78,0.068,11,16,27,11.441,0.114,60,103,163,69.068,0.691,0,0,0,0,0,6,7,13,5.508,0.055,236,0,0,0
2020,Levine Middle College High,LEVINE MIDDLE COLLEGE HIGH,Early College,Southeast,-80.692782,35.107589,1,2,3,1.293,0.013,4,20,24,10.345,0.103,6,10,16,6.897,0.069,9,11,20,8.621,0.086,69,87,156,67.241,0.672,0,0,0,0,0,6,7,13,5.603,0.056,232,0,1,1
2008,LINCOLN HEIGHTS ELEM,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,0,0,0,0,0,7,8,15,3.866,0.039,37,38,75,19.33,0.193,149,124,273,70.361,0.704,13,12,25,6.443,0.064,0,0,0,0,0,0,0,0,0,0,388,0,1,1
2009,LINCOLN HEIGHTS ELEM,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,1,0,1,0.299,0.003,4,8,12,3.582,0.036,24,27,51,15.224,0.152,144,113,257,76.716,0.767,7,7,14,4.179,0.042,0,0,0,0,0,0,0,0,0,0,335,1,1,1
2010,LINCOLN HEIGHTS ELEM,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,1,0,1,0.361,0.004,4,1,5,1.805,0.018,29,24,53,19.134,0.191,114,96,210,75.812,0.758,4,4,8,2.888,0.029,0,0,0,0,0,0,0,0,0,0,277,1,1,1
2011,LINCOLN HEIGHTS ELEMENTARY,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,1,0,1,0.36,0.004,4,0,4,1.439,0.014,17,21,38,13.669,0.137,119,105,224,80.576,0.806,2,1,3,1.079,0.011,0,0,0,0,0,3,5,8,2.878,0.029,278,1,1,1
2013,LINCOLN HEIGHTS ACADEMY,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,1,0,1,1.235,0.012,0,0,0,0,0,2,1,3,3.704,0.037,52,11,63,77.778,0.778,11,1,12,14.815,0.148,0,0,0,0,0,1,1,2,2.469,0.025,81,1,0,1
2014,Lincoln Heights Academy,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,0,0,0,0,0,0,0,0,0,0,3,2,5,4.673,0.047,66,16,82,76.636,0.766,17,1,18,16.822,0.168,0,0,0,0,0,1,1,2,1.869,0.019,107,1,0,1
2015,Lincoln Heights Academy,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,0,0,0,0,0,0,0,0,0,0,3,1,4,3.571,0.036,72,14,86,76.786,0.768,17,2,19,16.964,0.17,0,0,0,0,0,1,2,3,2.679,0.027,112,1,0,1
2016,Lincoln Heights Academy,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,0,0,0,0,0,0,0,0,0,0,4,2,6,6.061,0.061,59,11,70,70.707,0.707,14,5,19,19.192,0.192,0,0,0,0,0,4,0,4,4.04,0.04,99,0,0,0
2017,Lincoln Heights Academy,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,0,0,0,0,0,0,0,0,0,0,5,2,7,7.216,0.072,61,12,73,75.258,0.753,9,5,14,14.433,0.144,0,0,0,0,0,3,0,3,3.093,0.031,97,1,0,1
2018,Lincoln Heights Academy,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,0,0,0,0,0,0,0,0,0,0,2,1,3,3.333,0.033,52,13,65,72.222,0.722,10,7,17,18.889,0.189,1,0,1,1.111,0.011,4,0,4,4.444,0.044,90,0,0,0
2019,Lincoln Heights Academy,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,0,0,0,0,0,0,0,0,0,0,2,1,3,3.75,0.038,47,12,59,73.75,0.738,7,6,13,16.25,0.163,0,0,0,0,0,5,0,5,6.25,0.063,80,0,0,0
2020,Lincoln Heights Academy,LINCOLN HEIGHTS ACADEMY,k-12,Center City 1,-80.84219,35.259169,1,0,1,1.408,0.014,1,0,1,1.408,0.014,2,1,3,4.225,0.042,42,6,48,67.606,0.676,2,6,8,11.268,0.113,0,0,0,0,0,9,1,10,14.085,0.141,71,0,0,0
2008,LONG CREEK ELEM,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,2,4,6,0.806,0.008,6,10,16,2.151,0.022,37,32,69,9.274,0.093,99,102,201,27.016,0.27,233,219,452,60.753,0.608,0,0,0,0,0,0,0,0,0,0,744,0,0,0
2009,LONG CREEK ELEM,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,3,2,5,1.116,0.011,10,2,12,2.679,0.027,15,14,29,6.473,0.065,102,113,215,47.991,0.48,105,82,187,41.741,0.417,0,0,0,0,0,0,0,0,0,0,448,0,0,0
2010,LONG CREEK ELEM,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,3,2,5,1.029,0.01,11,3,14,2.881,0.029,16,13,29,5.967,0.06,131,113,244,50.206,0.502,108,86,194,39.918,0.399,0,0,0,0,0,0,0,0,0,0,486,0,0,0
2011,LONG CREEK ELEMENTARY,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,1,2,3,0.633,0.006,15,4,19,4.008,0.04,16,13,29,6.118,0.061,117,102,219,46.203,0.462,95,78,173,36.498,0.365,0,0,0,0,0,10,21,31,6.54,0.065,474,0,0,0
2012,LONG CREEK ELEMENTARY,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,2,1,3,0.583,0.006,13,5,18,3.495,0.035,22,20,42,8.155,0.082,144,127,271,52.621,0.526,83,76,159,30.874,0.309,0,0,0,0,0,9,13,22,4.272,0.043,515,0,0,0
2013,LONG CREEK ELEMENTARY,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,2,0,2,0.388,0.004,17,7,24,4.66,0.047,29,21,50,9.709,0.097,126,130,256,49.709,0.497,91,72,163,31.65,0.317,0,0,0,0,0,9,11,20,3.883,0.039,515,0,0,0
2014,Long Creek Elementary,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,1,0,1,0.2,0.002,17,9,26,5.21,0.052,34,21,55,11.022,0.11,129,131,260,52.104,0.521,80,63,143,28.657,0.287,0,0,0,0,0,7,7,14,2.806,0.028,499,0,0,0
2015,Long Creek Elementary,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,1,0,1,0.221,0.002,12,10,22,4.857,0.049,29,31,60,13.245,0.132,123,105,228,50.331,0.503,72,58,130,28.698,0.287,0,0,0,0,0,5,7,12,2.649,0.026,453,0,0,0
2016,Long Creek Elementary,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,2,3,5,1.089,0.011,10,11,21,4.575,0.046,36,35,71,15.468,0.155,116,105,221,48.148,0.481,65,60,125,27.233,0.272,0,0,0,0,0,8,8,16,3.486,0.035,459,0,0,0
2017,Long Creek Elementary,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,0,4,4,0.851,0.009,10,12,22,4.681,0.047,31,31,62,13.191,0.132,153,127,280,59.574,0.596,41,42,83,17.66,0.177,0,0,0,0,0,9,10,19,4.043,0.04,470,0,0,0
2018,Long Creek Elementary,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,2,1,3,0.661,0.007,8,12,20,4.405,0.044,38,32,70,15.419,0.154,135,130,265,58.37,0.584,41,38,79,17.401,0.174,1,0,1,0.22,0.002,8,8,16,3.524,0.035,454,0,0,0
2019,Long Creek Elementary,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,2,1,3,0.595,0.006,8,16,24,4.762,0.048,42,35,77,15.278,0.153,152,160,312,61.905,0.619,34,38,72,14.286,0.143,1,0,1,0.198,0.002,8,7,15,2.976,0.03,504,0,0,0
2020,Long Creek Elementary,LONG CREEK ELEMENTARY,Elementary,Northwest,-80.890703,35.349515,1,0,1,0.189,0.002,10,12,22,4.167,0.042,46,35,81,15.341,0.153,164,160,324,61.364,0.614,32,35,67,12.689,0.127,0,0,0,0,0,16,17,33,6.25,0.063,528,0,0,0
2008,MALLARD CREEK,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,4,2,6,0.581,0.006,66,48,114,11.036,0.11,41,46,87,8.422,0.084,238,258,496,48.015,0.48,161,169,330,31.946,0.319,0,0,0,0,0,0,0,0,0,0,1033,0,0,0
2009,MALLARD CREEK,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,4,0,4,0.582,0.006,51,46,97,14.119,0.141,36,29,65,9.461,0.095,180,188,368,53.566,0.536,70,83,153,22.271,0.223,0,0,0,0,0,0,0,0,0,0,687,0,0,0
2010,MALLARD CREEK,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,3,1,4,0.602,0.006,40,52,92,13.835,0.138,37,33,70,10.526,0.105,194,167,361,54.286,0.543,70,68,138,20.752,0.208,0,0,0,0,0,0,0,0,0,0,665,0,0,0
2011,MALLARD CREEK ELEMENTARY,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,6,1,7,0.933,0.009,44,67,111,14.8,0.148,41,35,76,10.133,0.101,207,181,388,51.733,0.517,62,64,126,16.8,0.168,0,0,0,0,0,23,19,42,5.6,0.056,750,0,0,0
2012,MALLARD CREEK ELEMENTARY,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,7,5,12,1.43,0.014,44,82,126,15.018,0.15,47,28,75,8.939,0.089,239,214,453,53.993,0.54,75,72,147,17.521,0.175,0,0,0,0,0,9,17,26,3.099,0.031,839,0,0,0
2013,MALLARD CREEK ELEMENTARY,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,8,5,13,1.52,0.015,52,76,128,14.971,0.15,48,36,84,9.825,0.098,243,214,457,53.45,0.535,80,71,151,17.661,0.177,0,0,0,0,0,9,13,22,2.573,0.026,855,0,0,0
2014,Mallard Creek Elementary,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,7,2,9,1.043,0.01,59,79,138,15.991,0.16,50,40,90,10.429,0.104,250,217,467,54.114,0.541,67,56,123,14.253,0.143,0,1,1,0.116,0.001,14,21,35,4.056,0.041,863,0,0,0
2015,Mallard Creek Elementary,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,6,2,8,0.996,0.01,48,60,108,13.45,0.134,55,40,95,11.831,0.118,253,220,473,58.904,0.589,44,47,91,11.333,0.113,1,1,2,0.249,0.002,11,15,26,3.238,0.032,803,0,0,0
2016,Mallard Creek Elementary,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,6,4,10,1.383,0.014,39,59,98,13.555,0.136,48,37,85,11.757,0.118,223,216,439,60.719,0.607,42,31,73,10.097,0.101,1,1,2,0.277,0.003,10,6,16,2.213,0.022,723,0,0,0
2017,Mallard Creek Elementary,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,3,1,4,0.596,0.006,43,41,84,12.519,0.125,35,30,65,9.687,0.097,224,216,440,65.574,0.656,31,29,60,8.942,0.089,0,1,1,0.149,0.001,11,6,17,2.534,0.025,671,0,1,1
2018,Mallard Creek Elementary,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,2,1,3,0.474,0.005,36,39,75,11.848,0.118,51,36,87,13.744,0.137,192,199,391,61.769,0.618,32,26,58,9.163,0.092,0,0,0,0,0,11,8,19,3.002,0.03,633,0,1,1
2019,Mallard Creek Elementary,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,2,6,8,1.309,0.013,28,42,70,11.457,0.115,47,47,94,15.385,0.154,189,175,364,59.574,0.596,27,24,51,8.347,0.083,0,0,0,0,0,11,13,24,3.928,0.039,611,0,1,1
2020,Mallard Creek Elementary,MALLARD CREEK ELEMENTARY,Elementary,Northeast,-80.774127,35.335447,4,3,7,1.239,0.012,26,29,55,9.735,0.097,43,50,93,16.46,0.165,182,167,349,61.77,0.618,16,23,39,6.903,0.069,0,0,0,0,0,12,10,22,3.894,0.039,565,0,1,1
2008,MALLARD CREEK HIGH,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,5,6,11,0.753,0.008,36,40,76,5.202,0.052,53,53,106,7.255,0.073,403,422,825,56.468,0.565,230,213,443,30.322,0.303,0,0,0,0,0,0,0,0,0,0,1461,0,0,0
2009,MALLARD CREEK HIGH,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,3,5,8,0.421,0.004,56,45,101,5.319,0.053,86,74,160,8.425,0.084,540,528,1068,56.24,0.562,290,272,562,29.595,0.296,0,0,0,0,0,0,0,0,0,0,1899,0,0,0
2010,MALLARD CREEK HIGH,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,4,5,9,0.453,0.005,47,49,96,4.831,0.048,78,71,149,7.499,0.075,608,574,1182,59.487,0.595,293,258,551,27.73,0.277,0,0,0,0,0,0,0,0,0,0,1987,0,0,0
2011,MALLARD CREEK HIGH,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,3,1,4,0.194,0.002,46,48,94,4.568,0.046,78,81,159,7.726,0.077,622,585,1207,58.649,0.586,263,253,516,25.073,0.251,0,0,0,0,0,39,39,78,3.79,0.038,2058,0,0,0
2012,MALLARD CREEK HIGH,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,6,3,9,0.418,0.004,46,49,95,4.414,0.044,82,96,178,8.271,0.083,672,636,1308,60.781,0.608,282,233,515,23.931,0.239,0,0,0,0,0,28,19,47,2.184,0.022,2152,0,0,0
2013,MALLARD CREEK HIGH,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,9,6,15,0.664,0.007,54,58,112,4.958,0.05,91,92,183,8.101,0.081,702,685,1387,61.399,0.614,266,235,501,22.178,0.222,0,0,0,0,0,31,30,61,2.7,0.027,2259,0,0,0
2014,Mallard Creek High,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,6,6,12,0.525,0.005,73,45,118,5.162,0.052,92,94,186,8.136,0.081,738,691,1429,62.511,0.625,234,230,464,20.297,0.203,0,1,1,0.044,0,34,42,76,3.325,0.033,2286,0,0,0
2015,Mallard Creek High,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,6,8,14,0.566,0.006,81,56,137,5.542,0.055,106,113,219,8.859,0.089,783,785,1568,63.43,0.634,216,232,448,18.123,0.181,0,1,1,0.04,0,34,51,85,3.439,0.034,2472,0,0,0
2016,Mallard Creek High,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,5,7,12,0.476,0.005,83,40,123,4.883,0.049,123,112,235,9.329,0.093,837,816,1653,65.621,0.656,186,209,395,15.681,0.157,0,0,0,0,0,51,50,101,4.01,0.04,2519,0,0,0
2017,Mallard Creek High,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,2,3,5,0.199,0.002,74,45,119,4.743,0.047,112,120,232,9.247,0.092,862,825,1687,67.238,0.672,184,181,365,14.548,0.145,1,0,1,0.04,0,47,53,100,3.986,0.04,2509,0,0,0
2018,Mallard Creek High,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,6,2,8,0.307,0.003,76,55,131,5.033,0.05,104,124,228,8.759,0.088,864,887,1751,67.269,0.673,194,177,371,14.253,0.143,1,0,1,0.038,0,51,62,113,4.341,0.043,2603,0,0,0
2019,Mallard Creek High,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,4,3,7,0.288,0.003,75,58,133,5.469,0.055,133,132,265,10.896,0.109,810,795,1605,65.995,0.66,174,151,325,13.363,0.134,1,0,1,0.041,0,50,46,96,3.947,0.039,2432,0,0,0
2020,Mallard Creek High,MALLARD CREEK HIGH,High,Northeast,-80.769308,35.365201,3,6,9,0.373,0.004,67,55,122,5.054,0.051,134,142,276,11.433,0.114,755,816,1571,65.079,0.651,158,126,284,11.765,0.118,1,0,1,0.041,0,69,82,151,6.255,0.063,2414,0,0,0
2018,Marie G Davis,MARIE G DAVIS,Middle,Center City 1,-80.876552,35.202446,0,1,1,0.196,0.002,3,0,3,0.588,0.006,152,143,295,57.843,0.578,107,88,195,38.235,0.382,10,2,12,2.353,0.024,0,0,0,0,0,2,2,4,0.784,0.008,510,0,1,1
2019,Marie G Davis,MARIE G DAVIS,Middle,Center City 1,-80.876552,35.202446,0,0,0,0,0,2,0,2,0.35,0.003,131,123,254,44.406,0.444,157,143,300,52.448,0.524,7,2,9,1.573,0.016,0,0,0,0,0,3,4,7,1.224,0.012,572,0,1,1
2020,Marie G Davis,MARIE G DAVIS,Middle,Center City 1,-80.876552,35.202446,0,0,0,0,0,1,0,1,0.211,0.002,108,105,213,45.032,0.45,126,121,247,52.22,0.522,3,0,3,0.634,0.006,0,0,0,0,0,5,4,9,1.903,0.019,473,0,1,1
2009,MARIE G DAVIS MILITA,MARIE G DAVIS MILITA,k-12,Center City 1,-80.876561,35.202528,5,0,5,1.241,0.012,4,3,7,1.737,0.017,21,13,34,8.437,0.084,198,102,300,74.442,0.744,42,15,57,14.144,0.141,0,0,0,0,0,0,0,0,0,0,403,0,0,0
2010,MARIE G DAVIS MILITA,MARIE G DAVIS MILITA,k-12,Center City 1,-80.876561,35.202528,2,0,2,0.515,0.005,5,5,10,2.577,0.026,31,24,55,14.175,0.142,174,89,263,67.784,0.678,42,16,58,14.948,0.149,0,0,0,0,0,0,0,0,0,0,388,0,0,0
2008,"ML KING, JR MIDDLE  ",MARTIN LUTHER KING JR MIDDLE,Middle,Northeast,-80.778699,35.263409,4,2,6,0.607,0.006,12,7,19,1.923,0.019,142,148,290,29.352,0.294,298,340,638,64.575,0.646,18,17,35,3.543,0.035,0,0,0,0,0,0,0,0,0,0,988,0,1,1
2009,"ML KING, JR MIDDLE    ",MARTIN LUTHER KING JR MIDDLE,Middle,Northeast,-80.778699,35.263409,4,1,5,0.556,0.006,13,9,22,2.447,0.024,145,142,287,31.924,0.319,268,295,563,62.625,0.626,10,12,22,2.447,0.024,0,0,0,0,0,0,0,0,0,0,899,0,1,1
2010,ML KING JR MIDDLE,MARTIN LUTHER KING JR MIDDLE,Middle,Northeast,-80.778699,35.263409,2,4,6,0.69,0.007,11,12,23,2.647,0.026,153,124,277,31.876,0.319,272,267,539,62.025,0.62,11,13,24,2.762,0.028,0,0,0,0,0,0,0,0,0,0,869,0,1,1
